bpin;nombreproyecto;objetivogeneral;estadoproyecto;horizonte;sector;entidadresponsable;programapresupuestal;tipoproyecto;valortotalproyecto;valorvigenteproyecto;valorobligacionproyecto;valorpagoproyecto;subestadoproyecto;codigoentidadresponsable;totalbeneficiario;plandesarrollonacional;municipio;departamento;Longitud
2,02005E+12;Implementación De Acciones Por Un Agro Competitivo Sostenible Y Visible En  Bello;Fortalecer la asistencia técnica para los productores campesinos en aras de incrementar su productividad realizando una gestión articulada de manera multilateral que permita el impulso y desarrollo del agro como motor de reactivación económica;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;BelloAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;49.045.926.300.000.000;49.045.926.300.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5088;522264;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Fortalecimiento A Procesos De Análisis Técnico Y Acompañamiento Profesional Del Laboratorio De Suelos De La Secretaría De Agricultura Y Desarrollo Rural Del Departamento Del   Cauca;Incremento de la productividad de los cultivos en el Departamento del Cauca mediante las recomendaciones brindadas en los análisis de suelos;En Ejecución;2021-2022;Agricultura Y Desarrollo Rural;Cauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;45.828.000.000.000.000;45.828.000.000.000.000;21.325.067.000.000.000;21.325.067.000.000.000;Inactivo  (PGN, Territorio);19;75000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Restructuración  De La Política Publica Cauca Sin Hambre A Través De La Caracterización De La Seguridad Alimentaria Y Nutricional Para La Garantía Del Derecho Humano A Alimentación Adecuada Y Progresiva En El Departamento Del   Cauca;Reducir los niveles de inseguridad alimentaria en el departamento del cauca;En Ejecución;2021-2022;Agricultura Y Desarrollo Rural;Cauca;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;18.706.359.990.000.000;18.706.359.990.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19;1391836;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Apoyo A La Pesca Artesanal En El Municipio De  Yondó;Prestar apoyo a la pesca artesanal en el municipio de Yondó Antioquia.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;YondóAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;5.000.000.000.000.000;5.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5893;196;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01906E+12;Desarrollo E Incremento En La Productividad Y Calidad De La Producción Agropecuaria Del Municipio  Yolombó;Aumentar y fortalecer las capacidades de los pequeños y medianos productores para mejorar la calidad y productividad en el sector agrícola pecuario y forestal del Municipio;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;YolombóAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;15.100.000.000.000.000;15.100.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5890;2200;Todos por un nuevo país (2014-2018);;;
2,01906E+12;Fortalecimiento Centro De Bienestar Animal (Albergue Felino Canino Y Equino) En El Municipio De  Yolombó;Recuperar animales domésticos de ambulantes en vías andenes parques y/o en terrenos baldíos previniendo focos de insalubridad en elmunicipio.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;YolombóAntioquia;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;600.000.000.000.000;600.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5890;7659;Todos por un nuevo país (2014-2018);;;
2,01915E+12;Desarrollo De Proyectos En El Marco Del Plan Agropecuario  Berbeo;Brindar programas y proyectos productivos que fortalezcan al sector agropecuario y sus actividades complementarias.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;BerbeoBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.000.000.000.000.000;3.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15090;750;Todos por un nuevo país (2014-2018);;;
2,01915E+12;Suministro De Bienes Y Servicios Para Prestar El Servicio De Asistencia Técnica Directa Rural Y La Ejecución De Proyectos Productivos Con Los Pequeños Y Medianos Productores Del Municipio De  La Capilla;AUMENTAR LA PRODUCTIVIDAD Y COMPETITIVIDAD DEL SECTOR AGROPECUARIO EN EL MUNICIPIO DE LA CAPILLA;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;La CapillaBoyacá;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;8.500.000.000.000.000;8.500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15380;2450;Todos por un nuevo país (2014-2018);;;
2,01777E+12;Implementación De Sistemas Agrosilvopastoriles Agroecologicas Forestales Pecuarios Cadenas Productivas Y Agricultura Familiar.  Restrepo;Fortalecimiento del Desarrollo Rural que permita a la comunidad en general y a los productores agropecuarios vincularse a los diferentes proyectos de desarrollo local regional y nacional.;En Ejecución;2017-2020;Agricultura Y Desarrollo Rural;RestrepoValle del Cauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.608.810.000.000.000;3.608.810.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);76606;9380;Todos por un nuevo país (2014-2018);;;
2,01777E+12;Apoyo A La Integración Agropecuaria En Eventos Locales Y Regionales.  Restrepo;Organizaciones apoyadas y fortalecidas del municipio de Restrepo;En Ejecución;2017-2020;Agricultura Y Desarrollo Rural;RestrepoValle del Cauca;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;3.472.263.500.000.000;3.472.263.500.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);76606;8300;Todos por un nuevo país (2014-2018);;;
2,01916E+12;Apoyo A Proyectos Productivos Y Generación De Ingresos En El Municipio De Páez   Boyacá;Mejorar  Productividad Y Competitividad Del Sector Agropecuario En El Municipio;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;PáezBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;50.788.673.500.000.000;50.788.673.500.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15514;841;Todos por un nuevo país (2014-2018);;;
2,01916E+12;Apoyo  Población Campesina A Través De Mecanismos De Reconocimiento A Su Labor En El Municipio De Puerto Boyacá   Boyacá;Mejorar los niveles de productividad del sector agropecuario en el municipio de Puerto Boyacá Boyacá;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Puerto BoyacáBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;4.997.721.400.000.000;4.997.721.400.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15572;16400;Todos por un nuevo país (2014-2018);;;
2,01916E+12;Apoyo Logístico Para Las Actividades De La Política De Formalización De La Pequeña Propiedad Privada Rural Municipio De   Sáchica;Fortalecer la logística para la realización de la ceremonia social de entrega de títulos de propiedad a cargo de la Agencia Nacional de Tierras a la Población Sachiquense;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;SáchicaBoyacá;1704 ORDENAMIENTO SOCIAL Y USO PRODUCTIVO DEL TERRITORIO RURAL;T;670.000.000.000.000;670.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15638;98;Todos por un nuevo país (2014-2018);;;
2,01916E+12;Fortalecimiento Del Sector Agropecuario Y Unidades Productivas A Través Del Suministro Asesoría E Instalación De Elementos Agro Industriales En El Municipio De   Sáchica;ELEVAR EL APOYO A LA FORMACIÓN Y EMPRENDIMIENTO RURAL Y URBANO MUNICIPIO DE SÁCHICA EN LA VIGENCIA 2019;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;SáchicaBoyacá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.000.002.700.000.000;2.000.002.700.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);15638;3791;Todos por un nuevo país (2014-2018);;;
2,0192E+12;Servicio De Ensamblaje De Cuatro Tricimotos Marca Abc 250 Cc Del Municipio De   Santa Rosa;mejorar la productividad agropecuaria en el municipio de santa rosa;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Santa RosaCauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.112.300.000.000.000;1.112.300.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19701;4622;Todos por un nuevo país (2014-2018);;;
2,01787E+12;Apoyo Para La Siembra Y Cultivo De Pltano En El Resguardo Indigena Inga Alpamanga Municipio De Puerto Guzman Departamento Del Putumayo.  Puerto Guzman;Mejorar el desarrollo de la actividad productiva del sector rural;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;Puerto GuzmánPutumayo;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;3.417.332.024.000.000;3.417.332.024.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);86571;127;Todos por un nuevo país (2014-2018);;;
2,01797E+12;Apoyo A La Secretaria De Planeacion Y Desarrollo Municipal En La Umata A Traves De La Asistencia Tecnica Agropecuaria Y Ambiental  Como Profesional Universitario  En Ingenieria Agronomica O Carreras Afines En El Municipio De  Mit;APOYAR EL SECTOR AGROPECUARIO DEL MUNICIPIO DE MIT MEDIANTE APOYO A LA SECRETARIA DE PLANEACION Y DESARROLLO MUNICIPAL EN LA UMATA A TRAVES DE LA ASISTENCIA TECNICA AGROPECUARIA Y AMBIENTAL COMO PROFESIONAL UNIVERSITARIO EN INGENIERIA AGRONOMICA.;En Ejecución;2017-2017;Agricultura Y Desarrollo Rural;MitúVaupés;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.482.400.000.000.000;2.482.400.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97001;17888;Todos por un nuevo país (2014-2018);;;
2,01918E+12;Adquisición De Nitrógeno Líquido Para Continuar La Implementación De La Inseminación Artificial A Través De La Asistencia Técnica Agropecuaria A Los Pequeños Productores En El Municipio De  Belén De Los Andaquies;Reducir los niveles de desmejoramiento genético en los bovinos de los productores del Municipio.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Belén de Los AndaquiesCaquetá;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;400.400.000.000.000;400.400.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);18094;60;Todos por un nuevo país (2014-2018);;;
2,02E+12;Mejoramiento De Las Condiciones De Inocuidad Trazabilidad Y Sanidad En La Producción Agrícola Y Pecuaria En El Departamento Del  Huila;Mejorar los procesos de trazabilidad sanidad e inocuidad en productos agropecuarios con fines de exportación.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Huila;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;24.250.000.000.000.000;24.250.000.000.000.000;3.200.000.000.000.000;1.200.000.000.000.000;Inactivo  (PGN, Territorio);41;506716;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01919E+12;Asistencia Técnica Agropecuaria Fortalecimiento Socio-Empresarial Y Promoción De La Agroindustria A Los Pequeños Y Medianos Productores Del Municipio De   Mercaderes;Incrementar la productividad en los principales renglones de la producción agropecuaria del municipio de Mercaderes Cauca;En Ejecución;2019-2020;Agricultura Y Desarrollo Rural;MercaderesCauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;30.000.000.000.000.000;30.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19450;500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01919E+12;Suministro De Materiales De Construcción Para El Mejoramiento De Vivienda Rural  Mercaderes;Disminuir el numero de viviendas en malas condiciones de habitabilidad en la zona rural en el municipio de Mercaderes Cauca;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;MercaderesCauca;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;6.999.300.000.000.000;6.999.300.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19450;560;Todos por un nuevo país (2014-2018);;;
2,01918E+12;Fortalecimiento De La Economía Social Solidaria Y La Agricultura Familiar 2019  Villamaría;Mejorar las condiciones de vida de los pequeños y medianos productores a través de su inserción en modelos de Economías Solidarias y en la Agricultura Familiar.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;VillamaríaCaldas;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;4.725.000.000.000.000;4.725.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);17873;3300;Todos por un nuevo país (2014-2018);;;
2,0192E+12;Suministro De Materiales De Construcción Para El Mejoramiento De Vivienda Rural  En Los Resguardos Misak Piscitau Y La Maria Del Municipio De   Piendamó;DISMINUIR EL  NUMERO DE HOGARES CON NECESIDADES HABITACIONALES INSATISFECHAS;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Piendamó - TuníaCauca;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;21.459.061.900.000.000;21.459.061.900.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19548;70;Todos por un nuevo país (2014-2018);;;
2,0192E+12;Suministro De Insumos Agropecuarios Y De Ferretería Para El Apoyo A Los Diferentes Proyectos Productivos Para La Vigencia 2019 En El Municipio De  Santa Rosa;brindar apoyo a los pequeños productores para mejorar la productividad agropecuaria en el municipio de santa rosa;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Santa RosaCauca;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;16.000.000.000.000.000;16.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19701;200;Todos por un nuevo país (2014-2018);;;
2,0192E+12;Suministro De Materiales Para Mejoramiento De Vivienda Vereda Las Cabras Territorio Indígena Resguardo De Rioblanco Sotará  Cauca;Disminuir el número de hogares con necesidades básicas insatisfechas de vivienda en la vereda las cabras territorio indígena del resguardo de Rioblanco del municipio de Sotará;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;Sotará PaispambaCauca;1701 MEJORAMIENTO DE LA HABITABILIDAD RURAL;T;6.300.000.000.000.000;6.300.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);19760;78;Todos por un nuevo país (2014-2018);;;
2,0192E+12;Fortalecimiento E Implementación De Lineas De Acción Para Reactivar La Producción Y Mejorar Los Ingresos De Los Pequeños Productores Del  Valledupar;Capacitar de manera integral al productor en aspecto relacionado con planificación y ejecución de proyectos agrícolas el cual incluye manejo del cultivo post cosecha comercialización y agroindustrial;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;ValleduparCesar;1703 SERVICIOS FINANCIEROS Y GESTIÓN DEL RIESGO PARA LAS ACTIVIDADES AGROPECUARIAS Y RURALES;T;34.835.000.000.000.000;34.835.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);20001;500;Todos por un nuevo país (2014-2018);;;
2,02001E+12;Implementación De Proyectos Productivos Para El Centro De Desarrollo Humano Para La Competitividad Iraca Municipio De  San Martín;Establecimiento y dotación de un vivero agroforestal para la ejecución de programas de reforestación restauración de ecosistemas estratégicos que nos garanticen la seguridad alimentaria en el Departamento;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;Meta;1708 CIENCIA, TECNOLOGÍA E INNOVACIÓN AGROPECUARIA;T;55.000.000.000.000.000;55.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);50;300;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,01941E+12;Servicio De Recolección Transporte Tratamiento Y Disposición Final De Residuos Hospitalarios (Biomédicos Y Anatomopatologicos) Producto Del Proceso De Beneficio De Ganado Bovino Y Bufalino De La Planta De Beneficio Del Municipio De Algeciras   Huila;Contar con las instalaciones elementos áreas y procedimientos en la PBA para garantizar una eficiente labor en los procesos de separación recolección y disposición final de los residuos hospitalarios para certificarse en saneamiento.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;AlgecirasHuila;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;500.000.000.000.000;500.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41020;24662;Todos por un nuevo país (2014-2018);;;
2,01941E+12;Control Integrado De Plagas Requeridos En La Planta De Beneficio Animal Del Municipio De Algeciras  Huila;Mejorar y establecer las condiciones necesarias para el óptimo funcionamiento de la Planta de Beneficio Animal - PBA existente en el Municipio de Algeciras ampliando la oferta de la misma para satisfacer las necesidades de la comunidad.;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;AlgecirasHuila;1707 SANIDAD AGROPECUARIA E INOCUIDAD AGROALIMENTARIA;T;271.216.700.000.000;271.216.700.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41020;24708;Todos por un nuevo país (2014-2018);;;
2,01941E+12;Suministro De Alimento Avícola Para El Fortalecimiento Y Consolidación De Asociaciones A Través De Proyectos Productivos En El Municipio De Algeciras  Huila;Impulsar el desarrollo económico integral del municipio articulando acciones interinstitucionales que permitan desarrollar promoción y transformación de la población especialmente a las más afectadas por el conflicto armado presentado en el Mpio;En Ejecución;2019-2019;Agricultura Y Desarrollo Rural;AlgecirasHuila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;1.550.000.000.000.000;1.550.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41020;120;Todos por un nuevo país (2014-2018);;;
2,01942E+12;Apoyo Para La Promoción Y Fortalecimiento De Asociaciones Y Alianzas Para El Desarrollo Empresarial E Industrial Buenas Practicas Agropecuarias Y Desarrollo De Proyectos Productivos Municipio De  Rivera Huila;Garantizar el apoyo a procesos de la cadena de producción y buenas prácticas agropecuarias que genera desarrollo en el sectoragropecuario en el Municipio de Rivera Huila;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;RiveraHuila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;16.000.000.000.000.000;16.000.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41615;12500;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Fortalecimiento De La Infraestructura De Riego Mediante La Construcción Rehabilitación Optimización Y Ampliación De Sistemas Que Aseguren La  Productividad Agropecuaria En El Departamento Del  Huila;Aumentar la productividad en áreas con potencialidades para el Desarrollo Agropecuario en el Departamento del Huila.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Huila;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;48.800.000.000.000.000;48.800.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41;8750;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Fortalecimiento De Las Capacidades Productivas De Pequeños Productores Rurales Y Población Campesina Mediante La Implementacion De Estrategias De Producción Comercialización Y Generación De Activos Productivos En El Departamento Del  Huila;Contribuir a reducir las brechas en el acceso de oportunidades en el fortalecimiento del desarrollo económico y social con equidad.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Huila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;141.047.091.400.000.000;141.047.091.400.000.000;8.130.000.000.000.000;2.680.000.000.000.000;Inactivo  (PGN, Territorio);41;2257;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02E+12;Mejoramiento De La Capacidad Empresarial Rural A Través De La Implementación De Modelos Organizacionales Para El Desarrollo Del Sector Agropecuario En El Departamento Del  Huila;Asegurar niveles de articulación y alineamiento de iniciativas productivas con la oferta de política pública sectorial agropecuaria y de desarrollo rural.;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Huila;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;20.975.000.000.000.000;20.975.000.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);41;2560;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Fortalecimiento De La Comercialización Agropecuaria Mediante La Realización De La Feria Agroindustrial Equina Bovina Turística Y Cultural Del   Meta;Apoyar la visibilización de la producción agropecuaria a través de ferias que promuevan la comercialización;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;Meta;1706 APROVECHAMIENTO DE MERCADOS EXTERNOS;T;530.000.000.000.000.000;530.000.000.000.000.000;529.276.822.600.000.000;529.276.822.600.000.000;Inactivo  (PGN, Territorio);50;243000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Asistencia A Las Cadenas Productivas Del Departamento Del   Meta;Fortalecer las Cadenas Productivas Aumentando La Competitividad De Los Eslabones Productivos;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Meta;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;97.000.000.000.000.000;97.000.000.000.000.000;75.442.333.200.000.000;72.275.466.600.000.000;Inactivo  (PGN, Territorio);50;970;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo  A Los Productores De Caña En El Proceso De Transformacion En Las Veredas Diamante Dos Y La Primavera Del Municipio De Calamar Guaviare  Calamar;Mejorar las condiciones de post cosecha y transformación de sistemas productivos de caña en las veredas Diamante Dos y La Primavera del municipio de Calamar.;En Ejecución;2020-2021;Agricultura Y Desarrollo Rural;Guaviare;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;6.348.360.000.000.000;6.348.360.000.000.000;3.111.264.200.000.000;3.111.264.200.000.000;Inactivo  (PGN, Territorio);95;300;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Caracterización  Y Diagnóstico Como Base Para El Mejoramiento De Los Indicadores De Productividad Y Competitividad De Las Líneas Productivas Agropecuarias Del Departamento Del Guaviare.  Guaviare;Caracterizar y diagnosticar las líneas productivas agropecuarias a través del levantamiento de la línea de base para el fortalecimiento y desarrollo competitivo.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Guaviare;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;4.407.600.000.000.000;4.407.600.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);95;86657;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Fortalecimiento De Capacidades Institucionales Como Apoyo A La Dinamización De Los Procesos De Planificación Productiva Agropecuaria Y Desarrollo Rural Integral En El Departamento Del Guaviare  Guaviare;Fortalecer la orientación de la política de desarrollo rural desde la planeación gestión ejecución seguimiento y evaluación de las acciones de los sectores agropecuario y ambiental adelantadas en el departamento del Guaviare;En Ejecución;2021-2023;Agricultura Y Desarrollo Rural;Guaviare;1799 FORTALECIMIENTO DE LA GESTIÓN Y DIRECCIÓN DEL SECTOR AGROPECUARIO;T;25.788.352.800.000.000;25.788.352.800.000.000;11.029.227.233.000.000;9.810.727.233.000.000;Inactivo  (PGN, Territorio);95;114000;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Fortalecimiento A Las Actividades De Asistencia Técnica Realizadas Por La Secretaría De Agricultura Para La Vigencia 2020 Del Departamento De  Vaupés;FORTALECER LA ASISTENCIA TECNICA A LOS PRODUCTORES AGROPECUARIOS DEL DEPARTAMENTO DEL VAUPÉS;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Vaupés;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.438.506.800.000.000;2.438.506.800.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);97;44928;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02001E+12;Apoyo A La Competitividad De La Cadena De Leche En Seis Municipios Del Departamento Del   Caquetá;Fortalecer la competitividad de 168 pequeños productores pertenecientes a organizaciones ganaderas de seis municipios del Caquetá mediante el apoyo en la generación de capacidades que posibiliten la mejora de la competitividad en la producción de le;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;Caquetá;1709 INFRAESTRUCTURA PRODUCTIVA Y COMERCIALIZACIÓN;T;100.000.000.000.000.000;100.000.000.000.000.000;20.531.709.400.000.000;10.228.000.000.000.000;Inactivo  (PGN, Territorio);18;168;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02005E+12;Apoyo A Los Procesos De Asistencia Técnica Municipal A Través Del Programa Básico Pecuario.  Liborina;Contribuir con el cumplimiento de los objetivos y las metas nacionales para apoyar a los productores con asistencia técnica promoviendo la inclusión de los pequeños productores buscando mejorar sus condiciones sociales y económicas.;En Ejecución;2020-2023;Agricultura Y Desarrollo Rural;LiborinaAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;77.584.769.800.000.000;77.584.769.800.000.000;4.295.000.000.000.000;4.295.000.000.000.000;Inactivo  (PGN, Territorio);5411;1078;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02005E+12;Fortalecimiento A Productores De Lima Ácida Tahití Del Municipio Con El Apoyo Para Lograr La Certificación Como Predio Exportado Para Poder Acceder A Mercados Internacionales Desde  Liborina;Contribuir al fortalecimiento de productores locales de lima ácida tahiti a través de la adopción de prácticas y procesos agro-empresariales con estándares de certificación.;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;LiborinaAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;2.948.493.100.000.000;2.948.493.100.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5411;8;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02005E+12;Fortalecimiento Del Distrito Agrario De Marinilla Para Consolidar La Cultura Campesina Productiva Del Municipio De  Marinilla;Fortalecimiento de sistemas productivos;En Ejecución;2020-2020;Agricultura Y Desarrollo Rural;MarinillaAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;12.719.300.000.000.000;12.719.300.000.000.000;0.00000000;0.00000000;Inactivo  (PGN, Territorio);5440;800;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
2,02006E+12;Producción De Arroz Secano Como Medida De Adaptación Y Resiliencia Al Cambio Climático En Municipios Del Oriente Antioqueño Puerto Triunfo  Antioquia;Disminuir el impacto ambiental de la agricultura de autoconsumo en el municipio de Puerto Triunfo Antioquia;En Ejecución;2021-2021;Agricultura Y Desarrollo Rural;Puerto TriunfoAntioquia;1702 INCLUSIÓN PRODUCTIVA DE PEQUEÑOS PRODUCTORES RURALES;T;59.382.874.200.000.000;59.382.874.200.000.000;500.000.000.000.000;500.000.000.000.000;Inactivo  (PGN, Territorio);5591;100;Pacto Por Colombia, Pacto por la Equidad (2019-2022);;;
